h5.time,h5.resnorm.mean,h5.resnorm.sd,h5.E_star.mean,h5.E_star.sd,h5.gmax.mean,h5.gmax.sd,h5.dmax.mean,h5.dmax.sd,h5.a.mean,h5.a.sd,h5.b.mean,h5.b.sd
2013-09-10 23:49:35,269.848114592569,0.0652472227067815,189.829783669643,13.9517821850192,0.0257200150431661,0.0305877836601637,0.986494804192047,0.0138285761413653,2.89422920231158e-07,9.78017621226393e-08,3.60866481193576,0.130127268668734
2013-09-11 00:49:35,254.834481785562,26.0044157556156,161.080649468392,50.762823651111,0.0457219688214376,0.0408416542204747,0.986098503646272,0.00980234264941365,3.61378421247243e-07,1.42532012953491e-07,3.55431325253253,0.131639010381734
2013-09-11 01:49:35,248.351437892337,24.8784885328648,363.162056723677,406.282525028,0.0751957798064242,0.0677262820640906,0.987274531636256,0.00834202902639686,4.08756481929545e-07,1.5007433384975e-07,3.5152122729479,0.132921402041828
2013-09-11 02:49:35,248.351437892337,24.8784885328648,363.162056723677,406.282525028,0.0751957798064242,0.0677262820640906,0.987274531636256,0.00834202902639686,4.08756481929545e-07,1.5007433384975e-07,3.5152122729479,0.132921402041828
2013-09-11 03:49:35,246.288534261976,22.0336617633268,393.613640570239,358.37914615832,0.0601636999535134,0.067601435526104,0.98079538225187,0.016189162113398,4.16318096581658e-07,1.31063417249322e-07,3.4858241823745,0.132549514062958
2013-09-11 04:49:35,246.288534261976,22.0336617633268,393.613640570239,358.37914615832,0.0601636999535134,0.067601435526104,0.98079538225187,0.016189162113398,4.16318096581658e-07,1.31063417249322e-07,3.4858241823745,0.132549514062958
2013-09-11 05:49:35,246.288534261976,22.0336617633268,393.613640570239,358.37914615832,0.0601636999535134,0.067601435526104,0.98079538225187,0.016189162113398,4.16318096581658e-07,1.31063417249322e-07,3.4858241823745,0.132549514062958
2013-09-11 06:49:35,246.288534261976,22.0336617633268,393.613640570239,358.37914615832,0.0601636999535134,0.067601435526104,0.98079538225187,0.016189162113398,4.16318096581658e-07,1.31063417249322e-07,3.4858241823745,0.132549514062958
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-11 09:49:35,243.521077846476,20.84079390596,379.162509999803,322.492637077989,0.0543328574264353,0.0621285410709562,0.934875157786356,0.11340931736734,3.79185684415089e-07,1.48374498053754e-07,3.54058045285198,0.179011155748122
2013-09-11 10:49:35,239.34185194817,22.0047815854285,576.546268457927,599.49174656202,0.164155347503428,0.296046423668061,0.817025375002867,0.328539282536473,1.24568585661406e-06,2.29654167507141e-06,3.51305847808187,0.178903256636909
2013-09-11 11:49:35,233.775062928443,25.7478274123216,665.746062056702,609.673437546397,0.209729370091191,0.302884333356663,0.810187250244057,0.304782573140179,1.13151469412375e-06,2.15056753424116e-06,3.52814415802431,0.171039930514987
2013-09-11 12:49:35,230.694615644109,25.7969802233121,592.339988220521,611.338738325832,0.193569349968304,0.287440203733134,0.830956261297001,0.291827056935715,1.17891985292421e-06,2.01669243345228e-06,3.47110091104663,0.234271666732374
2013-09-11 13:49:35,230.694615644109,25.7969802233121,592.339988220521,611.338738325832,0.193569349968304,0.287440203733134,0.830956261297001,0.291827056935715,1.17891985292421e-06,2.01669243345228e-06,3.47110091104663,0.234271666732374
2013-09-11 14:49:35,230.694615644109,25.7969802233121,592.339988220521,611.338738325832,0.193569349968304,0.287440203733134,0.830956261297001,0.291827056935715,1.17891985292421e-06,2.01669243345228e-06,3.47110091104663,0.234271666732374
2013-09-11 15:49:35,227.652260302905,26.155319941392,732.213275958941,726.535823072636,0.174212738517258,0.277828088811762,0.782181494612515,0.315420752001625,9.18944855846832e-06,2.54027725953516e-05,3.32749868752288,0.504976301397225
2013-09-11 16:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-11 17:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-11 18:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-11 19:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-11 20:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-11 23:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-12 00:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
2013-09-12 01:49:35,226.636671961448,25.0406929134409,844.935115485432,784.115563010737,0.158375326476758,0.268753906131731,0.711831364838589,0.379449303682631,0.000857891549974244,0.00281492959009512,3.71319213971466,1.36596295270967
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-12 16:49:35,222.505059316681,27.8365888355222,919.252610677012,790.708546100563,0.213310713377326,0.319182049718486,0.653670954926177,0.414106412956432,0.00463485132624692,0.0133562188647043,3.94235305386349,1.52525680476969
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-12 23:49:35,220.188088280137,24.4894597743352,902.764841255211,808.929557764954,0.218825700043642,0.315792156914444,0.57337281941159,0.438476154943946,0.00756343498466126,0.0158648731118817,4.22107753492055,1.76399769161309
2013-09-13 00:49:35,218.492757577869,21.229847196902,887.865036476754,824.941426723716,0.22107093633459,0.314555505721598,0.491607433313285,0.443896444184059,0.0120421435334767,0.020457170833385,4.42409386880374,1.81500782095433
2013-09-13 01:49:35,220.228539720843,22.6003442307411,935.33290331342,791.417412426893,0.28778207198027,0.364211460307651,0.410787245518274,0.43401680701475,0.0219199364102053,0.0364668259948332,4.55243147581967,1.79385487624456
2013-09-13 02:49:35,219.440015494315,23.5296779677481,932.235323751956,829.969287849305,0.299069786454714,0.379780386048343,0.35805857551028,0.412925563255278,0.0239126078210727,0.0375552736444417,4.65738803414928,1.84236186568454
2013-09-13 03:49:35,222.860214694684,25.3709965259673,854.700906493168,835.682601840388,0.275499559896216,0.371197662712173,0.329635744014886,0.405833864141623,0.0364129128320239,0.0561896078498409,4.77920925253783,1.80660169334187
2013-09-13 04:49:35,221.480514235971,26.1329111064283,885.544627451048,869.278050167625,0.300541758019338,0.378534808197371,0.272795467587665,0.372188733160302,0.0397231370381574,0.0576919328906432,4.90747629185209,1.83657793890746
2013-09-13 05:49:35,221.480514235971,26.1329111064283,885.544627451048,869.278050167625,0.300541758019338,0.378534808197371,0.272795467587665,0.372188733160302,0.0397231370381574,0.0576919328906432,4.90747629185209,1.83657793890746
2013-09-13 06:49:35,221.480514235971,26.1329111064283,885.544627451048,869.278050167625,0.300541758019338,0.378534808197371,0.272795467587665,0.372188733160302,0.0397231370381574,0.0576919328906432,4.90747629185209,1.83657793890746
2013-09-13 07:49:35,225.422726824071,28.4136774376114,811.881477079711,867.21652787522,0.291466805943091,0.36228527657519,0.329732550098665,0.40599667162505,0.0367863287312736,0.0559399600925583,4.55609959758976,2.13259641121827
2013-09-13 08:49:35,227.612747797752,29.7531800831253,796.464602224908,878.579766384664,0.315223358948392,0.352449615909735,0.328112858072951,0.404397900699859,0.0372672985862025,0.0556188112227609,4.29578585442149,2.40466250319964
2013-09-13 09:49:35,230.986154059186,30.3904529415534,650.14401236937,849.084342504389,0.249153677051835,0.321547999089365,0.400883359409728,0.438682522671188,0.0375347484015656,0.0554307478321638,4.08058904492179,2.60444944562392
2013-09-13 10:49:35,235.17132687756,28.3444952126369,542.719519646437,842.271145927745,0.208468081548596,0.313747957741469,0.414395642508914,0.45308827685208,0.0380191748975197,0.0550973008690807,3.82972415545734,2.78979069907765
2013-09-13 11:49:35,237.818625923754,28.1290474808054,591.594803475106,865.350032711321,0.221575253599814,0.325597644377932,0.361421760035128,0.434483164140445,0.0414753218735558,0.0564057661415948,3.90381226638754,2.9135493685768
2013-09-13 12:49:35,237.818625923754,28.1290474808054,591.594803475106,865.350032711321,0.221575253599814,0.325597644377932,0.361421760035128,0.434483164140445,0.0414753218735558,0.0564057661415948,3.90381226638754,2.9135493685768
2013-09-13 13:49:35,236.426618735757,27.2500332131299,669.63330492557,868.236865915085,0.223526087028575,0.310518718420616,0.34671627484677,0.417383774797404,0.0404592010749172,0.0538958547362184,3.62158582812778,2.94497618257247
2013-09-13 14:49:35,239.991705513284,24.7760185913072,562.349271128431,763.307697326193,0.281922521699597,0.32994614848015,0.401188485949135,0.457601348815279,0.0405737784096624,0.0538035941418178,3.53856850446966,3.00714968301639
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-16 20:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-16 21:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-09-17 19:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-17 20:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-17 21:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-17 22:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-17 23:49:35,242.129061601139,24.7978782388626,434.185249344621,651.213549723732,0.307551732211219,0.333287266620623,0.436902887662753,0.462062820205721,0.0434127662138015,0.0554789993935375,3.17206321745485,2.85904516967863
2013-09-18 00:49:35,243.774430660654,24.3211528671121,406.228869147175,628.414794037134,0.282353228372263,0.329547809684966,0.401537703328728,0.45727576768967,0.0430083013546492,0.0529157029946718,3.05301881012871,2.75700826297918
2013-09-18 01:49:35,250.428928880297,12.419630967577,305.993644498386,473.806997893208,0.218331467030474,0.288135156284138,0.482160684530243,0.467884338449638,0.0392381229777458,0.0542636257249658,2.59781323869413,2.58859167699966
2013-09-18 02:49:35,251.092528894411,12.1432666077312,306.085777141287,473.742581526391,0.216687389007761,0.289111412338978,0.56238456804309,0.462656985843528,0.0363554088136006,0.0554077311621551,2.10887671728732,2.19658565756233
2013-09-18 03:49:35,251.285562884004,12.1333287621613,395.343284769371,510.542667933547,0.222371603611701,0.286717895680909,0.561731067739186,0.463505077015376,0.031876671539361,0.0560428375402395,2.44115747549878,2.98943163586533
2013-09-18 04:49:35,251.7991047928,12.5880204829899,370.083875829688,527.538718191386,0.162018158110388,0.205782312667642,0.611391742168695,0.45140562905402,0.0239987307874696,0.0513386974615225,2.20983893527892,3.02060631844187
