time,elevation,ph,temp,sal,conductivity,oxygen,fluo
1379411440,16.1998260869565,7.90340196887858,17.2410240963855,14.8245180722892,2.07171084337349,4.66418518518519,757.185246995537
1379415040,16.71148,8.01659314841333,14.63524,25.61536,3.21264,4.7617619047619,1176.69062290294
1379418640,16.8900476190476,8.07534499773674,14.095544,28.030656,3.442648,4.84047368421053,1406.82590596175
1379422240,16.7459166666667,8.09047908511737,14.9567829457364,25.8956589147287,3.26442635658915,5.09964285714286,1352.04207213121
1379425840,16.3051,8.05362297016812,16.5091315789474,18.6990701754386,2.51834210526316,5.04418518518519,966.113256614473
1379429440,15.7289333333333,8.00957610222799,17.3089189189189,15.3028468468468,2.13416216216216,4.99091666666667,713.689657494948
1379433040,15.1569666666667,7.96498162033836,18.2273695652174,11.8757717391304,1.72823913043478,5.06978947368421,683.880600112089
1379436640,14.68828,7.9138237590348,18.6456091954023,9.67916091954023,1.44340229885057,5.05305,683.992045293247
1379440240,14.5686785714286,7.89149431498868,19.0268611111111,7.70144444444444,1.17913888888889,5.07833333333333,653.069746281034
1379443840,14.7802413793103,7.89507769189751,19.1976355140187,6.37426168224299,0.993364485981308,5.0933,612.429315230924
1379447440,15.293380952381,7.9141046849672,18.662212962963,8.47919444444444,1.27525,5.03928571428571,634.473402202741
1379451040,15.8768275862069,7.93971805366633,17.8225327102804,12.6694205607477,1.81678504672897,5.00625,791.664570127888
1379454640,16.4277826086957,7.98345460875142,16.7441666666667,17.298137254902,2.35872549019608,4.91626315789474,1040.87394939074
1379458240,16.8992413793103,8.04487871072221,15.4710967741935,23.593752688172,3.03915053763441,5.03611111111111,1283.59282923889
1379461840,17.0907333333333,8.0793130112558,14.7177462686567,27.1320298507463,3.39126865671642,5.08192307692308,1374.355249246
1379465440,16.924,8.073311527969,15.0539793814433,25.3868144329897,3.2140824742268,5.08463157894737,1234.25833109485
1379469040,16.3643684210526,8.04018212655193,16.3440186915888,18.4120093457944,2.47417757009346,4.99085,912.299902793072
1379472640,15.7534230769231,7.99310170569452,17.1752990654206,14.3807196261682,2.00563551401869,4.8951,660.538103523345
1379476240,15.0150740740741,7.94717547835209,17.8034111111111,11.1601555555556,1.61652222222222,4.95461111111111,633.224707706708
1379479840,14.44324,7.90521884986952,18.42906,8.57002,1.28417,5.0411,733.815510437219
1379483440,14.143275862069,7.88206200573729,18.7385421686747,7.51801204819277,1.14595180722892,5.01404545454545,828.520394133734
1379487040,14.2157,7.87500572692915,18.9962407407407,6.15112037037037,0.956694444444444,5.03897368421053,853.470473169773
1379490640,14.58675,7.87311124852653,19.1390170940171,5.6934358974359,0.893025641025641,5.04355555555556,813.994588512112
1379494240,15.2479047619048,7.87916449750421,18.5825241935484,8.64623387096774,1.29779032258065,4.95336842105263,797.372497893494
1379497840,15.9323125,7.9098052682649,17.7706666666667,12.4741833333333,1.78685,4.86581578947368,869.563704383589
1379501440,16.5241538461538,7.95850618662782,16.4928099173554,18.7393388429752,2.51490082644628,4.89376315789474,1025.93532166672
1379505040,16.9709,8.00259317547154,14.4700267857143,27.18875,3.37697321428571,4.83123684210526,1185.61197470511
1379508640,17.0437,8.02144637774195,14.195,29.1391132075472,3.5737358490566,4.87891176470588,1215.03642635806
1379512240,16.7608666666667,8.01151166083267,15.2359509803922,25.7937549019608,3.27158823529412,4.98205,1094.93413106265
1379515840,16.2113,8.00093217738898,17.16275,17.6367934782609,2.424,5.034,879.645736715119
1379519440,15.5558,8.00090977395272,18.6510818181818,11.4901454545455,1.68944545454545,5.101,694.317112344849
1379523040,14.9077586206897,7.97593333647427,19.04466,9.20737,1.39048,5.17036842105263,668.991144010101
1379526640,14.4569259259259,7.92397376902193,19.2587872340426,7.51803191489362,1.15825531914894,5.11733333333333,713.650092066223
1379530240,14.377037037037,7.88794625760527,19.5458045977011,5.5172183908046,0.875080459770115,5.13240740740741,704.209149198346
1379533840,14.6673214285714,7.89266407641436,19.68132,4.491624,0.724848,5.09215789473684,657.788872589651
1379537440,15.2604444444444,7.91163651535089,19.219424,6.568984,1.016816,5.05071052631579,644.449456817574
1379541040,15.8823928571429,7.93814757722329,18.309616,10.864608,1.590768,5.01134210526316,707.56001712845
1379544640,16.4561428571429,7.98063070524269,17.083056,16.456088,2.271432,4.87302631578947,893.521582337206
1379548240,16.9178965517241,8.04018976170384,15.4319117647059,24.3892843137255,3.12604901960784,5.06544,1223.93452021206
1379551840,17.072037037037,8.09865530029677,14.6541272727273,27.9398272727273,3.47746363636364,5.11363888888889,1442.44686889215
1379555440,16.9344545454545,8.10621209061092,15.3687966101695,23.9270169491525,3.0623813559322,5.09372972972973,1195.88288688562
1379559040,16.0467777777778,8.05739123051129,16.8937661290323,15.738314516129,2.16846774193548,4.96360526315789,734.563538522807
1379562640,15.5867,8.00334968882136,17.8469032258065,10.5708064516129,1.53742741935484,4.92842105263158,585.864217445246
1379566240,14.8958333333333,7.96423398585317,18.13648,9.19404,1.361568,4.99365789473684,659.854486158911
1379569840,14.3842083333333,7.93105596839983,18.6754821428571,7.30901785714286,1.11453571428571,5.05761111111111,697.320944939968
1379573440,14.1676666666667,7.89924545457006,19.0498818181818,5.92042727272727,0.924054545454545,5.05485294117647,738.195743235638
1379577040,14.3598965517241,7.87565902833101,19.5321081081081,4.59648648648649,0.738099099099099,5.09828571428571,794.682408985801
1379580640,14.8936896551724,7.88370397842716,19.3152592592593,5.94610185185185,0.929703703703704,5.083125,761.190169553002
1379584240,15.5452666666667,7.91891712650086,18.8185588235294,7.65588235294118,1.16714705882353,5.09766666666667,736.080244079325
1379587840,16.1785,7.95810790930191,17.7662830188679,12.9806981132075,1.84539622641509,4.984,912.445045094791
1379591440,16.7843103448276,7.99730069113589,15.9652571428571,22.5663047619048,2.94537142857143,4.86072,1186.19981678752
1379595040,17.0936666666667,8.04510677362869,14.7344476190476,28.4173428571429,3.53734285714286,4.96303846153846,1303.01116301916
1379598640,17.0571153846154,8.0882144753183,14.4746,29.67531,3.65655,4.98936,1229.56276983786
1379602240,16.6326666666667,8.10359294805463,15.4091869158879,26.051046728972,3.31639252336449,5.03415384615385,1089.98692792963
1379605840,16.0258181818182,8.08902522181859,17.0453823529412,18.5728725490196,2.53027450980392,5.1214,942.504410275396
1379609440,15.2946666666667,8.05546862385189,18.5382254901961,11.8397156862745,1.73388235294118,5.26444,816.402609315448
1379613040,14.6597142857143,8.01143052094269,18.6920380952381,10.4426666666667,1.54744761904762,5.18844444444444,742.583656529164
1379616640,14.2755925925926,7.963795187738,19.2051111111111,7.5149,1.15691111111111,5.17434782608696,739.29086188181
1379620240,14.2790333333333,7.93791583961166,19.4700266666667,5.62448,0.889386666666667,5.18415,752.797203989057
1379623840,14.6722962962963,7.95433172149324,19.5831037735849,4.56680188679245,0.734603773584906,5.22061538461538,708.222376465551
1379627440,15.2490769230769,7.98507133225267,18.8557570093458,8.09446728971963,1.22572897196262,5.12468965517241,695.167794449259
1379631040,16.10925,8.0041737815895,17.786,13.2137009345794,1.8802523364486,5.0395,864.997097874217
1379634640,16.5014814814815,8.03373577612431,16.7102803738318,18.9443177570093,2.55648598130841,4.98875862068966,1136.94424887086
1379638240,16.9397826086957,8.08008297265179,15.1459550561798,26.146797752809,3.31023595505618,5.06592592592593,1322.52810501606
1379641840,16.9917692307692,8.11402615147023,14.3419777777778,28.9070444444444,3.5602,5.06167857142857,1356.6546285644
1379645440,16.8069473684211,8.10524740178562,14.9278811881188,26.4452178217822,3.3250396039604,5.04096428571429,1188.74115453909
1379649040,16.2906,8.06606499139643,16.4929714285714,18.5010476190476,2.48822857142857,4.94977419354839,924.140013585533
1379652640,15.4566666666667,8.01452557232219,17.6712459016393,12.1077868852459,1.73511475409836,4.95146153846154,727.71200900324
1379656240,14.8238,7.96131971337214,18.2814615384615,9.98081730769231,1.47258653846154,4.99305263157895,666.523041100553
1379659840,14.4218,7.91522058621817,18.9501651376147,8.10971559633028,1.23464220183486,5.00935897435897,717.911429308356
1379663440,14.3270666666667,7.89372436996395,19.4262446808511,6.19956382978723,0.972425531914894,5.04831578947368,824.192365845976
1379667040,14.6586206896552,7.92141041336812,19.5309714285714,5.03644761904762,0.8038,5.10041025641026,860.387601846222
1379670640,15.2684333333333,7.95313784942863,18.9955833333333,7.77993518518519,1.18592592592593,5.0298717948718,835.121370516631
1379674240,15.9496153846154,7.9510724518783,18.1558796296296,12.2459351851852,1.7694537037037,4.93055263157895,899.215343916299
1379677840,16.5638620689655,7.96734714105555,16.957619047619,18.6383619047619,2.53034285714286,4.90062162162162,1110.640629516
1379681440,17.06976,8.03322873883199,14.9784358974359,27.5309230769231,3.45541025641026,5.01765,1465.01194153479
1379685040,17.233,8.04761659613976,14.5386666666667,29.3725520833333,3.62826041666667,4.97308,1626.02017077426
1379688640,16.9985666666667,8.04164174840652,14.4993365384615,29.7591442307692,3.66795192307692,4.93922222222222,1644.93329586151
1379692240,16.4553666666667,8.04617658090046,15.805935483871,24.2099596774194,3.13595161290323,5.10558823529412,1395.78261646935
1379695840,15.7568666666667,8.03930646276733,17.51885,15.16635,2.1184,5.0353125,1010.29021953859
1379699440,14.9362857142857,8.00135671105587,18.032,12.1781428571429,1.76045112781955,5.03623529411765,791.390952951775
1379703040,14.4459642857143,7.94811163280085,18.6224257425743,9.22412871287129,1.38049504950495,5.03828125,770.832488006555
1379706640,14.1760769230769,7.90261286427401,19.03057,7.30339,1.12249,5.02526470588235,796.451896412957
1379710240,14.28525,7.887819052249,19.3842771084337,5.33049397590361,0.844566265060241,5.04848,802.557246123194
1379713840,14.7094230769231,7.89381241520308,19.3469368421053,5.55733684210526,0.876063157894737,5.00775862068966,783.611689494919
1379717440,15.4099666666667,7.90666084176211,18.6566355140187,9.26524299065421,1.38684112149533,4.9454,808.335063175521
1379721040,16.0475517241379,7.94194754548278,17.6457927927928,14.2806486486486,2.01638738738739,4.916,941.174381873307
1379724640,16.568125,8.00492790240543,16.6482621359223,19.8472718446602,2.66706796116505,5.10283870967742,1172.88260900575
1379728240,16.9379666666667,8.07383213408061,15.4263131313131,26.4980808080808,3.37383838383838,5.0821935483871,1430.38860187392
1379731840,16.9054666666667,8.116031205738,15.5492959183673,27.6708979591837,3.51921428571429,5.18506666666667,1477.5532625041
1379735440,16.5452666666667,8.10486879993409,16.1512547169811,23.1540188679245,3.03251886792453,5.15877419354839,1223.85384260162
1379739040,15.9855,8.04159084507981,16.8525555555556,17.7538333333333,2.42130555555556,4.97736666666667,894.111042961983
1379742640,15.3472,7.96077874237947,17.9409363636364,11.2238272727273,1.62847272727273,4.8678,694.741899646706
1379746240,14.7935454545455,7.90542077602076,18.4601818181818,9.09327272727273,1.35683636363636,4.90161290322581,680.198246761234
1379749840,14.5156153846154,7.89995395183774,18.7742432432432,7.06891891891892,1.08323423423423,4.9296,792.048607024227
1379753440,14.5845666666667,7.9277312552081,19.0409816513761,5.25562385321101,0.827229357798165,4.98026666666667,861.091921362751
1379757040,15.00504,7.94783200780514,19.1651182795699,4.83516129032258,0.767344086021505,5.0059696969697,842.416586232499
1379760640,15.6247894736842,7.96403990837331,18.2313962264151,9.97034905660377,1.47038679245283,4.952,840.741154306797
1379764240,16.18616,8.00295428886943,17.5279,13.850375,1.95664166666667,4.95755882352941,953.2001475104
1379767840,16.8116206896552,8.06563125292007,16.4757105263158,20.099850877193,2.68581578947368,5.04573529411765,1228.95243098076
1379771440,17.1654285714286,8.13765439005648,15.4772941176471,26.8115378151261,3.41378151260504,5.135,1550.08575378092
1379775040,17.1675333333333,8.17980120831257,15.3930612244898,28.5808367346939,3.61045918367347,5.22918181818182,1672.09609406444
1379778640,16.7854333333333,8.18089877405908,16.02925,25.4304193548387,3.29185483870968,5.25732432432432,1557.01697502694
1379782240,16.2016,8.15599129824905,16.8564838709677,19.4555887096774,2.63354032258065,5.19092105263158,1229.64384728053
1379785840,15.4687333333333,8.114868633795,17.9789349593496,12.5443170731707,1.80558536585366,5.17472222222222,907.45344759263
1379789440,14.809625,8.04778810234773,18.228696,10.647928,1.560976,5.08892105263158,779.474823462839
1379793040,14.3185862068966,7.9723845677081,18.6754411764706,7.82706617647059,1.18730882352941,5.03345,789.563270893556
1379796640,14.157275862069,7.91463027293411,18.8445303030303,6.80018181818182,1.04656818181818,4.99428205128205,824.838740378966
1379800240,14.36825,7.90052760439986,19.0432530120482,5.56824096385542,0.873060240963855,4.99025,823.766572337783
1379803840,NA,NA,NA,NA,NA,NA,NA
1379807440,15.6678125,7.97550844219277,18.1672857142857,10.0284693877551,1.47519387755102,4.94724137931034,858.70431856275
1379811040,16.1177,8.04126056795757,17.417776,14.787752,2.074392,4.97738461538462,1080.54755538745
1379814640,16.606,8.12316523320094,16.402452173913,21.836652173913,2.8931652173913,5.137,1459.95624470627
1379818240,16.8719333333333,8.17923707562312,15.7497280701754,26.5376403508772,3.40413157894737,5.24019444444444,1644.8197674114
1379821840,16.7666666666667,8.19701953625978,15.7843981481481,26.3595925925926,3.38637962962963,5.20805555555556,1538.10815365726
1379825440,16.3791851851852,8.17724994023085,16.3404247787611,21.1249292035398,2.80194690265487,5.10226470588235,1267.63046066441
1379829040,15.939,8.13101352897041,16.791775862069,17.7174137931035,2.41300862068966,5.01033333333333,986.264612592998
1379832640,15.2536956521739,8.06922537751576,17.6310948275862,11.5336896551724,1.65933620689655,4.91651428571429,810.537698622332
1379836240,14.9030666666667,8.01499312214551,18.0815892857143,8.7955625,1.30346428571429,4.93354838709677,769.8129480412
1379839840,14.7656,8.00385623454154,18.485036036036,6.55158558558559,1.00272972972973,4.9634,813.033302807255
1379843440,14.9732666666667,8.03642383340586,18.603775862069,5.88381034482759,0.910172413793103,4.94633333333333,882.520574365569
1379847040,15.4360333333333,8.069107147335,18.0834591836735,8.64708163265306,1.27986734693878,4.95745161290323,931.600147910637
1379850640,16.0071666666667,8.09640208404638,17.3454642857143,13.292119047619,1.87566666666667,5.00251851851852,1018.96740767022
1379854240,16.5679,8.13661720457058,16.5740925925926,19.3359351851852,2.60024074074074,5.04339285714286,1236.45796658864
1379857840,17.0161176470588,8.19295130104927,16.2220566037736,23.134179245283,3.03862264150943,5.11081481481482,1551.97206890104
1379861440,17.2208461538462,8.25062384505368,16.3145238095238,27.1612476190476,3.52109523809524,5.17980769230769,1835.85547166254
1379865040,17.0965,8.27799776537752,16.3406346153846,28.6897307692308,3.70166346153846,5.1904,1927.48142106884
1379868640,16.6641666666667,8.248751168016,16.5076442307692,23.9277788461538,3.15317307692308,5.16445454545455,1706.28755146995
1379872240,16.0705862068966,8.18909883812336,16.5963861386139,21.1105445544554,2.81937623762376,5.0784347826087,1326.40897977844
1379875840,15.5445454545455,8.13109019931575,17.4712277227723,13.2879504950495,1.88359405940594,5.07895454545455,986.204550328635
1379879440,14.7237142857143,8.06886283712733,17.9585428571429,9.94609523809524,1.45738095238095,5.06085714285714,800.773792402486
1379883040,14.4081333333333,7.99809088811742,18.4074854368932,7.37183495145631,1.11663106796117,5.01052380952381,770.767672613878
1379886640,14.3613333333333,7.95776653838243,18.698358490566,5.59548113207547,0.869783018867925,4.99712,798.870086072498
1379890240,14.6164,7.96326056649575,18.7865344827586,4.89364655172414,0.769629310344828,4.98177142857143,789.166466153904
1379893840,15.093652173913,7.98571336722492,18.4839795918367,6.83639795918367,1.0415,4.96233333333333,769.070648948642
1379897440,15.7171666666667,8.02517201037693,17.8655566037736,10.6747830188679,1.55096226415094,4.93057575757576,829.535812980387
1379901040,16.2352333333333,8.10373405617238,17.1769756097561,15.9299430894309,2.20885365853659,4.94547368421053,1099.23237850673
1379904640,16.6266,8.1832102210903,16.7680303030303,20.5667651515152,2.76400757575758,5.07313157894737,1417.74663434871
1379908240,16.7951333333333,8.2301912550533,16.5466290322581,25.0922661290323,3.29516935483871,5.002,1526.88777309477
1379911840,16.6533,8.22989024831675,16.65932,21.975632,2.92928,5.01223684210526,1377.00203854328
1379915440,16.2945333333333,8.19058434324057,16.896488,18.135992,2.471944,4.99868421052632,1117.3763308116
1379919040,15.8183666666667,8.11989963314429,17.315824,13.711744,1.929768,4.89771052631579,875.973094139779
1379922640,15.3848,8.04202879533605,17.690232,10.142008,1.47656,4.89607894736842,749.968793343618
1379926240,15.0933333333333,7.98922845364136,18.004504,8.359336,1.242464,4.96092105263158,783.621993064153
1379929840,15.0704666666667,7.98673556038011,18.3612721518987,6.65870253164557,1.01545569620253,4.99142105263158,896.311486318473
1379933440,15.3605,8.02414757733493,18.4776,5.926656,0.913752,4.98489473684211,948.580638877209
1379937040,15.8011,8.06935471575693,17.84,10.5613524590164,1.53405737704918,4.94639473684211,994.627709793254
1379940640,16.3165,8.1177137052688,17.4237623762376,14.4345841584158,2.02950495049505,4.93918421052632,1120.37751539236
1379944240,16.7625333333333,8.16803051426094,17.1050625,18.8586607142857,2.57301785714286,5.03486842105263,1351.73278195204
1379947840,17.0670666666667,8.20108481693175,16.7982627118644,22.769313559322,3.03458474576271,5.10610810810811,1568.29679020179
1379951440,17.1367058823529,8.21378607425603,16.701488,24.035648,3.18048,5.06727272727273,1601.89126485232
1379955040,16.8884761904762,8.21895602127384,16.8201711711712,22.6194774774775,3.01595495495495,5.10276,1460.87625085396
1379958640,16.3916896551724,8.21154130733884,17.3406181818182,17.4039181818182,2.40471818181818,5.16877777777778,1246.17734517584
1379962240,15.8028,8.18549365995274,17.5663148148148,14.3407685185185,2.01969444444444,5.14248,1027.43710526043
1379965840,15.2045333333333,8.13407902075719,17.9840517241379,9.39294827586207,1.38409482758621,5.14527586206897,834.237251211557
1379969440,14.7362,8.06803166186559,18.177850877193,7.81778947368421,1.17340350877193,5.07351851851852,751.807310982925
